r_age,r_height,r_weight,r_reach,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_str_def_total,r_td_avg,r_td_acc_total,r_td_def_total,r_sub_avg,b_age,b_height,b_weight,b_reach,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_str_def_total,b_td_avg,b_td_acc_total,b_td_def_total,b_sub_avg,is_title_bout,age_diff,height_diff,reach_diff,wins_total_diff,losses_total_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,winner,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title,weight_class_UFC Bantamweight Title,weight_class_UFC Featherweight Title,weight_class_UFC Flyweight Title,weight_class_UFC Heavyweight Title,weight_class_UFC Interim Bantamweight Title,weight_class_UFC Interim Featherweight Title,weight_class_UFC Interim Flyweight Title,weight_class_UFC Interim Heavyweight Title,weight_class_UFC Interim Light Heavyweight Title,weight_class_UFC Interim Lightweight Title,weight_class_UFC Interim Middleweight Title,weight_class_UFC Interim Welterweight Title,weight_class_UFC Light Heavyweight Title,weight_class_UFC Lightweight Title,weight_class_UFC Middleweight Title,weight_class_UFC Welterweight Title,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 1 Middleweight Tournament Title,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title,weight_class_Ultimate Fighter 11 Middleweight Tournament Title,weight_class_Ultimate Fighter 12 Lightweight Tournament Title,weight_class_Ultimate Fighter 13 Welterweight Tournament Title,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title,weight_class_Ultimate Fighter 14 Featherweight Tournament Title,weight_class_Ultimate Fighter 15 Lightweight Tournament Title,weight_class_Ultimate Fighter 16 Welterweight Tournament Title,weight_class_Ultimate Fighter 17 Middleweight Tournament Title,weight_class_Ultimate Fighter 19 Middleweight Tournament Title,weight_class_Ultimate Fighter 2 Welterweight Tournament Title,weight_class_Ultimate Fighter 22 Lightweight Tournament Title,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 25 Welterweight Tournament Title,weight_class_Ultimate Fighter 27 Lightweight Tournament Title,weight_class_Ultimate Fighter 28 Heavyweight Tournament Title,weight_class_Ultimate Fighter 3 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Welterweight Tournament Title,weight_class_Ultimate Fighter 5 Lightweight Tournament Title,weight_class_Ultimate Fighter 6 Welterweight Tournament Title,weight_class_Ultimate Fighter 7 Middleweight Tournament Title,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 8 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Welterweight Tournament Title,weight_class_Ultimate Fighter Australia vs. UK Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title,weight_class_Ultimate Fighter Latin America Bantamweight Tournament Title,weight_class_Welterweight,r_stance_Orthodox,r_stance_Southpaw,r_stance_Switch,b_stance_Orthodox,b_stance_Southpaw,b_stance_Switch
40.0,175.26,77.11,177.8,23,15,3.73,3.42,0.41,0.62,0.71,0.6,0.63,0.3,40.0,187.96,77.11,190.5,33,15,5.1,3.65,0.49,0.6,1.16,0.42,0.65,0.2,0,0.0,-12.700000000000015,-12.699999999999989,-10,0,-1.3699999999999997,-0.2299999999999999,-0.08,0.02,-0.4499999999999999,0.18,-0.02,0.0999999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
35.0,177.8,65.77,177.8,18,6,7.36,5.57,0.56,0.43,1.24,0.23,0.61,1.1,28.0,175.26,65.77,182.88,8,4,2.56,6.78,0.33,0.35,0.51,0.05,0.2,0.5,0,7.0,2.5400000000000205,-5.079999999999984,10,2,4.800000000000001,-1.21,0.23,0.08,0.73,0.18,0.41,0.6000000000000001,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29.0,177.8,65.77,177.8,16,3,2.3,1.63,0.58,0.58,3.45,0.41,0.33,1.6,30.0,170.18,70.31,172.72,8,4,4.83,2.81,0.41,0.61,0.36,0.16,0.81,0.7,0,-1.0,7.6200000000000045,5.0800000000000125,8,-1,-2.53,-1.1800000000000002,0.1699999999999999,-0.03,3.0900000000000003,0.2499999999999999,-0.48,0.9000000000000001,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30.0,175.26,70.31,177.8,13,4,2.21,1.53,0.56,0.52,2.65,0.5,0.5,1.5,40.0,177.8,70.31,172.72,16,10,3.17,3.57,0.5,0.51,2.13,0.37,0.56,1.5,0,-10.0,-2.5400000000000205,5.0800000000000125,-3,-6,-0.96,-2.04,0.06,0.01,0.52,0.13,-0.06,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,187.96,83.91,190.5,26,8,4.21,2.57,0.43,0.61,3.03,0.66,0.77,0.2,43.0,190.5,83.91,190.5,15,10,3.29,3.31,0.55,0.51,1.7,0.32,0.6,0.7,0,-9.0,-2.539999999999992,0.0,11,-2,0.92,-0.7400000000000002,-0.12,0.0999999999999999,1.3299999999999998,0.34,0.17,-0.4999999999999999,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
41.0,187.96,92.99,198.12,29,10,3.41,2.91,0.5,0.53,1.09,0.5,0.68,0.3,44.0,185.42,83.91,182.88,26,10,2.53,2.83,0.47,0.62,2.57,0.39,0.57,1.3,0,-3.0,2.5400000000000205,15.240000000000007,3,0,0.8800000000000003,0.08,0.03,-0.0899999999999999,-1.4799999999999998,0.1099999999999999,0.1100000000000001,-1.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,177.8,70.31,187.96,34,9,3.54,3.19,0.53,0.51,2.32,0.4,0.55,2.7,35.0,175.26,70.31,172.72,20,6,5.39,3.4,0.57,0.57,1.95,0.4,0.62,0.0,0,-1.0,2.5400000000000205,15.240000000000007,14,3,-1.8499999999999996,-0.2099999999999999,-0.0399999999999999,-0.0599999999999999,0.3699999999999999,0.0,-0.0699999999999999,2.7,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,190.5,83.91,185.42,9,5,2.82,2.02,0.66,0.5,1.14,0.41,0.41,0.2,34.0,185.42,83.91,198.12,24,6,1.97,1.99,0.5,0.54,4.23,0.5,0.35,1.2,0,0.0,5.0800000000000125,-12.700000000000015,-15,-1,0.8499999999999999,0.03,0.16,-0.04,-3.0900000000000007,-0.09,0.06,-1.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35.0,185.42,83.91,185.42,12,5,2.6,3.72,0.47,0.52,0.81,0.25,0.77,1.0,27.0,182.88,77.11,182.88,18,8,3.23,4.17,0.51,0.45,1.55,0.2,0.42,0.8,0,8.0,2.539999999999992,2.539999999999992,-6,-3,-0.6299999999999999,-0.4499999999999997,-0.04,0.07,-0.74,0.0499999999999999,0.35,0.1999999999999999,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
41.0,182.88,77.11,182.88,14,6,2.42,3.73,0.42,0.59,1.2,0.38,0.75,0.4,37.0,187.96,77.11,185.42,28,9,4.79,4.11,0.49,0.61,0.96,0.18,0.59,0.9,0,4.0,-5.0800000000000125,-2.539999999999992,-14,-3,-2.37,-0.3800000000000003,-0.07,-0.02,0.24,0.2,0.16,-0.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
28.0,175.26,65.77,182.88,16,6,3.21,3.74,0.37,0.57,3.02,0.6,0.72,0.7,34.0,175.26,65.77,177.8,13,2,3.42,2.36,0.51,0.58,0.48,1.0,0.61,0.0,0,-6.0,0.0,5.079999999999984,3,4,-0.2099999999999999,1.3800000000000003,-0.14,-0.01,2.54,-0.4,0.1099999999999999,0.7,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45.0,175.26,77.11,177.8,28,9,3.13,2.67,0.45,0.6,0.98,0.42,0.6,0.5,37.0,177.8,70.31,180.34,31,15,6.14,3.74,0.52,0.62,1.2,0.37,0.74,0.3,0,8.0,-2.5400000000000205,-2.539999999999992,-3,-6,-3.01,-1.0700000000000005,-0.07,-0.02,-0.2199999999999999,0.0499999999999999,-0.14,0.2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
33.0,180.34,83.91,182.88,15,7,3.25,4.21,0.48,0.5,1.35,0.5,0.8,0.9,33.0,190.5,77.11,198.12,18,5,4.37,3.33,0.46,0.54,0.78,0.39,0.74,0.5,0,0.0,-10.159999999999997,-15.240000000000007,-3,2,-1.12,0.8799999999999999,0.0199999999999999,-0.04,0.5700000000000001,0.1099999999999999,0.06,0.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
38.0,170.18,61.23,172.72,29,5,3.66,3.99,0.38,0.58,0.61,0.46,0.7,0.2,37.0,167.64,65.77,177.8,34,9,3.78,3.9,0.36,0.57,1.49,0.41,0.91,0.5,0,1.0,2.5400000000000205,-5.0800000000000125,-5,-4,-0.1199999999999996,0.0900000000000003,0.02,0.01,-0.88,0.05,-0.21,-0.3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,185.42,65.77,185.42,18,1,4.89,3.0,0.48,0.64,5.22,0.56,0.77,0.8,36.0,180.34,65.77,182.88,23,7,5.12,7.1,0.39,0.54,0.42,0.29,0.91,0.1,0,-3.0,5.079999999999984,2.539999999999992,-5,-6,-0.2300000000000004,-4.1,0.0899999999999999,0.0999999999999999,4.8,0.2700000000000001,-0.14,0.7000000000000001,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35.0,200.66,113.4,203.2,37,10,5.1,3.0,0.57,0.54,0.49,0.63,0.73,0.2,35.0,195.58,120.2,203.2,7,5,4.79,3.31,0.5,0.55,0.2,0.33,0.64,0.0,0,0.0,5.079999999999984,0.0,30,5,0.3099999999999996,-0.31,0.0699999999999999,-0.01,0.29,0.3,0.0899999999999999,0.2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29.0,182.88,77.11,193.04,8,3,2.91,4.35,0.36,0.43,0.38,0.5,0.6,0.0,36.0,185.42,77.11,187.96,18,8,3.18,3.73,0.39,0.5,0.24,0.09,0.57,0.2,0,-7.0,-2.539999999999992,5.079999999999984,-10,-5,-0.27,0.6199999999999997,-0.03,-0.07,0.14,0.41,0.03,-0.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
28.0,190.5,92.99,198.12,8,4,3.55,4.26,0.49,0.47,0.97,0.3,0.8,0.3,43.0,185.42,92.99,195.58,27,16,3.31,3.71,0.48,0.42,1.96,0.47,0.59,1.0,0,-15.0,5.0800000000000125,2.539999999999992,-19,-12,0.2399999999999997,0.5499999999999998,0.01,0.0499999999999999,-0.99,-0.1699999999999999,0.21,-0.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,177.8,77.11,193.04,20,6,2.53,2.14,0.45,0.65,2.37,0.29,0.66,0.7,34.0,182.88,77.11,185.42,17,6,2.68,2.59,0.37,0.58,0.71,0.27,0.68,1.0,0,2.0,-5.079999999999984,7.6200000000000045,3,0,-0.1500000000000003,-0.4499999999999997,0.08,0.07,1.66,0.0199999999999999,-0.02,-0.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
33.0,187.96,92.99,193.04,14,1,5.35,3.46,0.48,0.51,0.0,0.0,0.5,0.0,31.0,182.88,92.99,187.96,15,4,2.05,2.9,0.4,0.55,0.64,0.2,0.8,0.0,0,2.0,5.0800000000000125,5.079999999999984,-1,-3,3.3,0.56,0.0799999999999999,-0.04,-0.64,-0.2,-0.3,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31.0,190.5,92.99,190.5,19,1,3.64,2.25,0.53,0.59,1.02,0.31,0.86,0.0,36.0,172.72,83.91,193.04,11,6,3.07,3.93,0.45,0.52,2.14,0.45,0.77,0.0,0,-5.0,17.78,-2.539999999999992,8,-5,0.5700000000000003,-1.6800000000000002,0.08,0.0699999999999999,-1.12,-0.14,0.0899999999999999,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,172.72,70.31,185.42,24,4,1.98,2.16,0.34,0.65,3.95,0.41,0.61,0.1,31.0,185.42,77.11,187.96,28,6,3.41,2.37,0.41,0.6,0.76,0.28,0.61,0.0,0,6.0,-12.699999999999989,-2.5400000000000205,-4,-2,-1.4300000000000002,-0.2099999999999999,-0.0699999999999999,0.05,3.1900000000000004,0.1299999999999999,0.0,0.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
32.0,182.88,83.91,190.5,12,3,4.66,4.1,0.54,0.6,0.42,0.5,0.87,0.0,33.0,185.42,92.99,187.96,9,6,2.57,2.42,0.51,0.57,0.72,0.4,0.42,0.5,0,-1.0,-2.539999999999992,2.539999999999992,3,-3,2.0900000000000003,1.6799999999999995,0.03,0.03,-0.3,0.0999999999999999,0.45,-0.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34.0,180.34,77.11,182.88,17,4,2.78,2.61,0.53,0.65,1.25,0.22,0.88,0.0,33.0,182.88,77.11,190.5,17,7,3.84,4.54,0.41,0.55,0.97,0.33,0.57,1.7,0,1.0,-2.539999999999992,-7.6200000000000045,0,-3,-1.06,-1.93,0.12,0.0999999999999999,0.28,-0.11,0.31,-1.7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
39.0,190.5,70.31,187.96,24,10,1.74,2.41,0.47,0.58,1.66,0.35,0.72,0.1,30.0,187.96,70.31,185.42,12,5,3.05,3.12,0.44,0.52,1.39,0.29,0.52,0.9,0,9.0,2.539999999999992,2.5400000000000205,12,5,-1.3099999999999998,-0.71,0.0299999999999999,0.0599999999999999,0.27,0.06,0.1999999999999999,-0.8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
39.0,170.18,61.23,172.72,13,3,3.63,4.2,0.37,0.55,0.0,0.0,0.45,0.0,38.0,172.72,61.23,175.26,15,7,4.77,3.82,0.42,0.55,1.26,0.41,0.61,0.2,0,1.0,-2.539999999999992,-2.539999999999992,-2,-4,-1.1399999999999997,0.3800000000000003,-0.0499999999999999,0.0,-1.26,-0.41,-0.1599999999999999,-0.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
39.0,180.34,77.11,187.96,35,17,4.05,3.05,0.47,0.64,1.38,0.59,0.72,0.3,38.0,182.88,77.11,193.04,22,13,4.57,3.77,0.45,0.52,1.05,0.3,0.41,1.3,0,1.0,-2.539999999999992,-5.079999999999984,13,4,-0.5200000000000005,-0.7200000000000002,0.0199999999999999,0.12,0.3299999999999998,0.29,0.31,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
32.0,175.26,77.11,180.34,18,9,3.55,3.23,0.41,0.58,0.96,0.3,0.59,0.1,31.0,182.88,83.91,187.96,18,5,2.3,3.31,0.46,0.56,0.55,0.46,0.69,0.0,0,1.0,-7.6200000000000045,-7.6200000000000045,0,4,1.25,-0.08,-0.05,0.0199999999999999,0.4099999999999999,-0.16,-0.0999999999999999,0.1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
41.0,182.88,77.11,190.5,17,7,4.11,3.03,0.46,0.54,0.26,0.41,0.65,0.0,32.0,180.34,77.11,190.5,22,9,5.17,5.15,0.52,0.52,1.04,0.6,0.62,0.7,0,9.0,2.539999999999992,0.0,-5,-2,-1.0599999999999996,-2.120000000000001,-0.06,0.02,-0.78,-0.19,0.03,-0.7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
39.0,190.5,117.93,200.66,27,12,2.43,2.48,0.5,0.4,0.53,0.26,0.53,0.0,37.0,180.34,113.4,185.42,19,6,3.25,4.2,0.4,0.53,0.69,0.4,0.61,0.1,0,2.0,10.159999999999997,15.240000000000007,8,6,-0.8199999999999998,-1.7200000000000002,0.0999999999999999,-0.13,-0.1599999999999999,-0.14,-0.0799999999999999,-0.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31.0,175.26,77.11,195.58,18,8,3.88,3.6,0.42,0.5,3.18,0.43,0.75,0.8,37.0,170.18,70.31,180.34,14,1,3.74,2.3,0.52,0.57,6.86,0.48,1.0,0.8,0,-6.0,5.079999999999984,15.240000000000007,4,7,0.1399999999999996,1.3000000000000005,-0.1,-0.0699999999999999,-3.68,-0.0499999999999999,-0.25,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,190.5,92.99,200.66,14,5,4.43,2.22,0.46,0.59,4.89,0.5,0.83,0.0,31.0,198.12,92.99,208.28,21,8,3.81,2.83,0.53,0.44,0.46,1.0,0.57,0.9,0,3.0,-7.6200000000000045,-7.6200000000000045,-7,-3,0.6199999999999997,-0.6099999999999999,-0.07,0.1499999999999999,4.43,-0.5,0.26,-0.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,180.34,65.77,190.5,15,3,7.4,6.78,0.52,0.56,0.43,0.44,0.91,0.4,35.0,177.8,65.77,182.88,17,9,1.33,2.98,0.44,0.46,3.96,0.43,0.35,1.1,0,-2.0,2.539999999999992,7.6200000000000045,-2,-6,6.07,3.8,0.08,0.1,-3.53,0.01,0.56,-0.7000000000000001,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
36.0,185.42,83.91,187.96,20,10,3.38,3.15,0.43,0.55,0.78,0.26,0.81,0.0,26.0,187.96,83.91,190.5,13,4,3.6,4.09,0.52,0.45,2.24,0.38,0.63,0.6,0,10.0,-2.5400000000000205,-2.539999999999992,7,6,-0.2200000000000002,-0.94,-0.09,0.1,-1.4600000000000002,-0.12,0.18,-0.6,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45.0,190.5,108.86,195.58,34,23,3.78,3.2,0.45,0.57,0.38,0.36,0.76,0.2,36.0,187.96,109.77,198.12,14,5,3.44,2.78,0.49,0.47,0.0,0.0,0.75,0.0,0,9.0,2.539999999999992,-2.539999999999992,20,18,0.3399999999999998,0.4200000000000004,-0.0399999999999999,0.0999999999999999,0.38,0.36,0.01,0.2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38.0,182.88,77.11,187.96,21,6,5.34,4.01,0.48,0.63,0.27,1.0,0.75,0.0,37.0,187.96,77.11,190.5,14,4,1.1,3.62,0.2,0.49,1.35,0.26,0.16,0.3,0,1.0,-5.0800000000000125,-2.539999999999992,7,2,4.24,0.3899999999999997,0.2799999999999999,0.14,-1.08,0.74,0.59,-0.3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
34.0,170.18,65.77,177.8,18,6,4.38,3.1,0.36,0.68,0.49,0.3,0.95,0.4,32.0,172.72,65.77,185.42,13,4,5.45,3.37,0.5,0.56,0.0,0.0,0.65,0.0,0,2.0,-2.539999999999992,-7.619999999999976,5,2,-1.0700000000000005,-0.27,-0.14,0.12,0.49,0.3,0.2999999999999999,0.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
