r_age,r_height,r_weight,r_reach,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_str_def_total,r_td_avg,r_td_acc_total,r_td_def_total,r_sub_avg,b_age,b_height,b_weight,b_reach,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_str_def_total,b_td_avg,b_td_acc_total,b_td_def_total,b_sub_avg,is_title_bout,age_diff,height_diff,reach_diff,wins_total_diff,losses_total_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,winner,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title,weight_class_UFC Bantamweight Title,weight_class_UFC Featherweight Title,weight_class_UFC Flyweight Title,weight_class_UFC Heavyweight Title,weight_class_UFC Interim Bantamweight Title,weight_class_UFC Interim Featherweight Title,weight_class_UFC Interim Flyweight Title,weight_class_UFC Interim Heavyweight Title,weight_class_UFC Interim Light Heavyweight Title,weight_class_UFC Interim Lightweight Title,weight_class_UFC Interim Middleweight Title,weight_class_UFC Interim Welterweight Title,weight_class_UFC Light Heavyweight Title,weight_class_UFC Lightweight Title,weight_class_UFC Middleweight Title,weight_class_UFC Welterweight Title,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 1 Middleweight Tournament Title,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title,weight_class_Ultimate Fighter 11 Middleweight Tournament Title,weight_class_Ultimate Fighter 12 Lightweight Tournament Title,weight_class_Ultimate Fighter 13 Welterweight Tournament Title,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title,weight_class_Ultimate Fighter 14 Featherweight Tournament Title,weight_class_Ultimate Fighter 15 Lightweight Tournament Title,weight_class_Ultimate Fighter 16 Welterweight Tournament Title,weight_class_Ultimate Fighter 17 Middleweight Tournament Title,weight_class_Ultimate Fighter 19 Middleweight Tournament Title,weight_class_Ultimate Fighter 2 Welterweight Tournament Title,weight_class_Ultimate Fighter 22 Lightweight Tournament Title,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 25 Welterweight Tournament Title,weight_class_Ultimate Fighter 27 Lightweight Tournament Title,weight_class_Ultimate Fighter 28 Heavyweight Tournament Title,weight_class_Ultimate Fighter 3 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Welterweight Tournament Title,weight_class_Ultimate Fighter 5 Lightweight Tournament Title,weight_class_Ultimate Fighter 6 Welterweight Tournament Title,weight_class_Ultimate Fighter 7 Middleweight Tournament Title,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 8 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Welterweight Tournament Title,weight_class_Ultimate Fighter Australia vs. UK Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title,weight_class_Ultimate Fighter Latin America Bantamweight Tournament Title,weight_class_Welterweight,r_stance_Orthodox,r_stance_Southpaw,r_stance_Switch,b_stance_Orthodox,b_stance_Southpaw,b_stance_Switch
44.0,180.34,77.11,190.5,23,11,2.81,3.21,0.48,0.48,0.68,0.2,0.43,0.2,40.0,187.96,77.11,195.58,22,13,3.23,3.58,0.5,0.51,0.2,0.4,0.66,1.3,0,4.0,-7.6200000000000045,-5.0800000000000125,1,-2,-0.4199999999999999,-0.3700000000000001,-0.02,-0.03,0.48,-0.2,-0.23,-1.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
43.0,182.88,83.91,187.96,21,13,2.93,2.9,0.5,0.57,1.45,0.34,0.59,0.8,43.0,185.42,92.99,195.58,27,16,3.31,3.71,0.48,0.42,1.96,0.47,0.59,1.0,0,0.0,-2.539999999999992,-7.6200000000000045,-6,-3,-0.3799999999999999,-0.81,0.02,0.1499999999999999,-0.51,-0.1299999999999999,0.0,-0.1999999999999999,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,172.72,65.77,180.34,12,8,4.11,3.19,0.44,0.66,1.85,0.36,0.63,0.3,38.0,167.64,61.23,170.18,13,5,6.61,4.37,0.52,0.5,0.71,0.3,0.72,0.2,0,2.0,5.0800000000000125,10.159999999999997,-1,3,-2.5,-1.1800000000000002,-0.08,0.16,1.14,0.06,-0.0899999999999999,0.0999999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
39.0,180.34,70.31,177.8,17,6,3.7,3.44,0.44,0.48,0.29,0.28,0.64,0.2,38.0,172.72,70.31,182.88,18,10,2.88,2.98,0.38,0.57,2.04,0.41,0.6,0.2,0,1.0,7.6200000000000045,-5.079999999999984,-1,-4,0.8200000000000003,0.4599999999999999,0.06,-0.0899999999999999,-1.75,-0.1299999999999999,0.04,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
41.0,177.8,104.33,185.42,17,9,2.05,2.93,0.45,0.56,2.11,0.35,1.0,0.3,40.0,185.42,92.99,187.96,17,9,5.46,6.77,0.48,0.45,0.0,0.0,0.3,0.5,0,1.0,-7.619999999999976,-2.5400000000000205,0,0,-3.41,-3.8399999999999994,-0.0299999999999999,0.11,2.11,0.35,0.7,-0.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,175.26,65.77,175.26,14,8,3.08,3.86,0.36,0.47,1.67,0.35,0.38,1.0,37.0,170.18,65.77,177.8,8,5,2.63,5.11,0.31,0.58,1.14,0.15,0.62,0.0,0,0.0,5.079999999999984,-2.5400000000000205,6,3,0.4500000000000002,-1.2500000000000004,0.0499999999999999,-0.1099999999999999,0.53,0.1999999999999999,-0.24,1.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
36.0,172.72,61.23,180.34,20,8,5.53,3.65,0.45,0.56,0.89,0.35,0.46,0.3,37.0,177.8,61.23,185.42,6,2,2.44,4.46,0.28,0.55,0.62,1.0,0.5,0.0,0,-1.0,-5.0800000000000125,-5.079999999999984,14,6,3.0900000000000003,-0.81,0.1699999999999999,0.01,0.27,-0.65,-0.0399999999999999,0.3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44.0,185.42,92.99,190.5,19,7,2.77,3.07,0.52,0.59,2.22,0.24,0.83,0.0,37.0,182.88,83.91,182.88,15,6,3.41,4.27,0.4,0.38,0.0,0.0,0.81,0.0,0,7.0,2.539999999999992,7.6200000000000045,4,1,-0.6400000000000001,-1.1999999999999995,0.12,0.2099999999999999,2.22,0.24,0.0199999999999999,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
42.0,180.34,77.11,187.96,30,16,3.85,4.67,0.47,0.59,0.65,0.64,0.65,0.0,39.0,187.96,77.11,190.5,32,14,3.66,2.67,0.39,0.55,0.59,0.46,0.38,1.0,1,3.0,-7.6200000000000045,-2.539999999999992,-2,2,0.1899999999999999,2.0,0.0799999999999999,0.0399999999999999,0.06,0.18,0.27,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
41.0,193.04,108.86,203.2,20,4,4.82,3.82,0.53,0.54,1.86,0.34,0.68,0.0,45.0,190.5,108.86,195.58,34,23,3.78,3.2,0.45,0.57,0.38,0.36,0.76,0.2,0,-4.0,2.539999999999992,7.619999999999976,-14,-19,1.0400000000000005,0.6199999999999997,0.08,-0.0299999999999999,1.48,-0.0199999999999999,-0.0799999999999999,-0.2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,180.34,77.11,182.88,18,6,3.53,2.74,0.46,0.63,0.27,0.42,0.79,0.1,32.0,180.34,77.11,185.42,18,4,3.76,3.34,0.42,0.58,0.2,0.2,0.75,0.0,0,5.0,0.0,-2.539999999999992,0,2,-0.2299999999999999,-0.5999999999999996,0.04,0.05,0.07,0.2199999999999999,0.04,0.1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
36.0,170.18,65.77,162.56,22,11,2.94,3.38,0.47,0.62,3.21,0.68,0.8,0.6,33.0,172.72,65.77,175.26,16,3,4.07,6.54,0.38,0.49,1.17,0.27,0.57,1.2,0,3.0,-2.539999999999992,-12.699999999999989,6,8,-1.1300000000000003,-3.16,0.0899999999999999,0.13,2.04,0.41,0.2300000000000001,-0.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40.0,172.72,70.31,177.8,15,8,2.65,2.31,0.41,0.59,2.18,0.45,0.4,0.4,38.0,180.34,70.31,177.8,12,4,1.81,0.76,0.63,0.65,0.71,0.5,0.5,0.7,0,2.0,-7.6200000000000045,0.0,3,4,0.8399999999999999,1.55,-0.22,-0.06,1.4700000000000002,-0.0499999999999999,-0.0999999999999999,-0.2999999999999999,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
33.0,175.26,61.23,177.8,17,4,2.69,2.76,0.42,0.57,1.09,0.66,0.52,1.4,41.0,170.18,61.23,170.18,26,12,1.88,1.63,0.49,0.62,1.44,0.5,0.63,0.9,0,-8.0,5.079999999999984,7.6200000000000045,-9,-8,0.81,1.13,-0.07,-0.05,-0.3499999999999998,0.16,-0.1099999999999999,0.4999999999999999,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44.0,185.42,77.11,193.04,22,10,3.23,2.09,0.5,0.64,1.53,0.54,0.66,0.8,33.0,180.34,77.11,182.88,23,9,5.02,4.17,0.41,0.58,0.34,0.22,0.5,0.3,0,11.0,5.079999999999984,10.159999999999997,-1,1,-1.7899999999999996,-2.08,0.09,0.06,1.19,0.32,0.16,0.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
40.0,175.26,70.31,175.26,14,6,4.32,3.66,0.47,0.55,1.88,0.56,0.67,0.2,35.0,172.72,70.31,177.8,27,13,4.34,4.23,0.4,0.51,0.71,0.18,0.56,0.1,0,5.0,2.539999999999992,-2.5400000000000205,-13,-7,-0.0199999999999995,-0.5700000000000003,0.0699999999999999,0.04,1.17,0.38,0.1099999999999999,0.1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35.0,175.26,70.31,182.88,30,8,5.45,4.36,0.51,0.53,1.33,0.36,0.63,1.4,36.0,177.8,70.31,185.42,16,5,2.68,3.78,0.34,0.54,0.96,0.66,0.64,0.7,0,-1.0,-2.5400000000000205,-2.539999999999992,14,3,2.77,0.5800000000000005,0.1699999999999999,-0.01,0.3700000000000001,-0.3,-0.01,0.7,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37.0,167.64,61.23,165.1,18,7,3.36,5.37,0.41,0.67,0.85,0.21,0.7,1.9,33.0,165.1,61.23,170.18,11,3,1.97,1.99,0.37,0.5,2.4,0.38,0.43,0.2,0,4.0,2.539999999999992,-5.0800000000000125,7,4,1.39,3.38,0.0399999999999999,0.17,-1.5499999999999998,-0.17,0.2699999999999999,1.7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,185.42,77.11,180.34,10,3,2.26,3.73,0.4,0.37,3.23,0.37,0.14,0.0,40.0,177.8,77.11,180.34,14,5,3.16,4.23,0.29,0.6,2.21,0.57,0.5,0.6,0,-1.0,7.619999999999976,0.0,-4,-2,-0.9000000000000004,-0.5000000000000004,0.11,-0.2299999999999999,1.02,-0.1999999999999999,-0.36,-0.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
39.0,172.72,70.31,177.8,32,16,3.48,3.21,0.47,0.6,1.95,0.35,0.55,0.6,40.0,185.42,70.31,185.42,36,17,4.41,4.48,0.46,0.53,1.16,0.33,0.73,1.2,1,-1.0,-12.699999999999989,-7.619999999999976,-4,-1,-0.9300000000000002,-1.2700000000000005,0.0099999999999999,0.0699999999999999,0.79,0.0199999999999999,-0.1799999999999999,-0.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
40.0,193.04,107.95,195.58,21,9,4.49,3.33,0.47,0.56,0.3,0.5,0.81,0.1,43.0,193.04,120.2,203.2,47,19,3.67,2.44,0.64,0.57,1.42,0.55,0.73,0.8,0,-3.0,0.0,-7.619999999999976,-26,-10,0.8200000000000003,0.8900000000000001,-0.17,-0.0099999999999998,-1.12,-0.05,0.08,-0.7000000000000001,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,177.8,70.31,185.42,23,19,4.27,3.83,0.39,0.57,0.62,0.41,0.81,0.0,38.0,182.88,77.11,193.04,22,13,4.57,3.77,0.45,0.52,1.05,0.3,0.41,1.3,0,-1.0,-5.079999999999984,-7.6200000000000045,1,6,-0.3000000000000007,0.06,-0.06,0.0499999999999999,-0.43,0.1099999999999999,0.4000000000000001,-1.3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34.0,177.8,70.31,187.96,34,9,3.54,3.19,0.53,0.51,2.32,0.4,0.55,2.7,35.0,177.8,65.77,185.42,17,4,2.94,2.16,0.42,0.66,2.16,0.55,0.5,0.3,0,-1.0,0.0,2.5400000000000205,17,5,0.6000000000000001,1.0299999999999998,0.11,-0.15,0.1599999999999997,-0.15,0.05,2.4000000000000004,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,187.96,83.91,193.04,17,9,2.65,2.58,0.47,0.54,3.55,0.54,0.62,1.2,44.0,182.88,83.91,187.96,35,19,2.71,2.32,0.49,0.55,1.87,0.51,0.7,0.8,0,-4.0,5.0800000000000125,5.079999999999984,-18,-10,-0.06,0.2600000000000002,-0.02,-0.01,1.6799999999999995,0.03,-0.0799999999999999,0.3999999999999999,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,190.5,83.91,200.66,13,4,2.08,2.47,0.52,0.34,1.09,0.33,0.33,0.4,37.0,193.04,83.91,193.04,14,5,2.07,1.6,0.49,0.46,2.28,0.5,0.33,2.5,0,-1.0,-2.539999999999992,7.6200000000000045,-1,-1,0.0100000000000002,0.8700000000000001,0.03,-0.12,-1.1899999999999995,-0.1699999999999999,0.0,-2.1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
39.0,172.72,65.77,172.72,30,12,3.44,3.25,0.47,0.5,3.3,0.32,0.43,1.2,44.0,175.26,70.31,180.34,17,10,2.57,1.96,0.42,0.62,2.95,0.38,0.63,0.2,0,-5.0,-2.539999999999992,-7.6200000000000045,13,2,0.8700000000000001,1.29,0.0499999999999999,-0.12,0.3499999999999996,-0.06,-0.2,1.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,182.88,77.11,193.04,20,4,4.36,2.74,0.52,0.54,2.82,0.45,0.89,0.1,32.0,187.96,77.11,187.96,22,3,2.75,2.34,0.53,0.54,1.25,0.34,0.7,0.4,0,4.0,-5.0800000000000125,5.079999999999984,-2,1,1.6100000000000003,0.4000000000000003,-0.01,0.0,1.5699999999999998,0.1099999999999999,0.19,-0.3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
37.0,193.04,113.4,210.82,17,3,2.33,2.16,0.41,0.41,0.76,0.62,0.71,0.3,30.0,187.96,110.22,187.96,10,5,1.81,2.22,0.43,0.47,3.09,0.36,0.5,1.0,0,7.0,5.079999999999984,22.859999999999985,7,-2,0.52,-0.06,-0.02,-0.06,-2.33,0.26,0.2099999999999999,-0.7,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,170.18,61.23,177.8,31,8,3.57,3.74,0.46,0.6,0.49,0.54,0.91,0.1,35.0,175.26,70.31,187.96,22,6,5.32,4.66,0.49,0.54,0.67,0.55,0.66,0.1,1,2.0,-5.079999999999984,-10.159999999999997,9,2,-1.7500000000000004,-0.92,-0.0299999999999999,0.0599999999999999,-0.18,-0.01,0.25,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
39.0,187.96,83.91,198.12,15,7,2.98,3.27,0.43,0.5,3.6,0.43,0.65,0.8,39.0,190.5,83.91,195.58,16,6,4.1,2.68,0.49,0.53,0.7,0.29,0.65,1.0,1,0.0,-2.539999999999992,2.539999999999992,-1,1,-1.1199999999999997,0.5899999999999999,-0.06,-0.03,2.9000000000000004,0.14,0.0,-0.1999999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
44.0,185.42,83.91,182.88,26,10,2.53,2.83,0.47,0.62,2.57,0.39,0.57,1.3,46.0,182.88,83.91,185.42,13,5,3.44,3.05,0.49,0.6,1.57,0.3,0.78,0.0,0,-2.0,2.539999999999992,-2.539999999999992,13,5,-0.91,-0.2199999999999997,-0.02,0.02,0.9999999999999998,0.09,-0.21,1.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
46.0,185.42,77.11,182.88,28,11,1.8,2.07,0.43,0.63,2.49,0.24,0.61,1.0,35.0,180.34,77.11,182.88,19,5,1.84,3.0,0.61,0.49,1.9,0.59,0.66,1.0,0,11.0,5.079999999999984,0.0,9,6,-0.04,-0.9300000000000002,-0.18,0.14,0.5900000000000003,-0.35,-0.05,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
32.0,180.34,65.77,175.26,25,7,7.17,4.75,0.47,0.59,0.27,0.53,0.84,0.3,37.0,175.26,65.77,180.34,28,19,3.17,3.05,0.4,0.58,1.16,0.38,0.65,0.4,0,-5.0,5.0800000000000125,-5.0800000000000125,-3,-12,4.0,1.7000000000000002,0.0699999999999999,0.01,-0.8899999999999999,0.15,0.1899999999999999,-0.1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44.0,167.64,61.23,170.18,35,11,2.65,2.59,0.4,0.64,1.54,0.3,0.58,0.8,43.0,167.64,61.23,167.64,13,7,3.94,3.5,0.47,0.52,1.74,0.31,0.61,0.1,0,1.0,0.0,2.5400000000000205,22,4,-1.29,-0.91,-0.0699999999999999,0.12,-0.1999999999999999,-0.01,-0.03,0.7000000000000001,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,180.34,83.91,182.88,15,7,3.25,4.21,0.48,0.5,1.35,0.5,0.8,0.9,36.0,180.34,77.11,182.88,17,4,3.88,2.98,0.38,0.55,3.79,0.44,0.67,0.2,0,-3.0,0.0,0.0,-2,3,-0.6299999999999999,1.23,0.0999999999999999,-0.05,-2.44,0.06,0.13,0.7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
44.0,182.88,70.31,190.5,18,7,2.82,3.4,0.46,0.54,0.88,0.25,0.86,0.2,31.0,175.26,77.11,195.58,18,8,3.88,3.6,0.42,0.5,3.18,0.43,0.75,0.8,0,13.0,7.6200000000000045,-5.0800000000000125,0,-1,-1.06,-0.2000000000000001,0.04,0.04,-2.3000000000000003,-0.18,0.1099999999999999,-0.6000000000000001,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38.0,177.8,70.31,182.88,11,5,3.39,3.93,0.36,0.59,0.0,0.0,0.7,1.8,35.0,172.72,70.31,180.34,14,4,2.59,2.68,0.58,0.41,3.31,0.5,0.23,0.4,0,3.0,5.0800000000000125,2.539999999999992,-3,1,0.8000000000000003,1.25,-0.2199999999999999,0.18,-3.31,-0.5,0.47,1.4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
